age,Occupation,purchase_1,purchase_2,purchase_3,purchase_4,purchase_5
29,13,2748,5464,1798,6348,12813
52,2,1719,4598,1830,7896,999
41,7,1711,8015,664,14539,4815
62,15,3915,3265,891,20287,3841
61,3,3033,4172,1312,14387,5555
48,8,338,8182,1,9058,5910
24,2,3264,5313,321,19521,14528
41,19,3052,6020,1390,16045,4875
40,12,672,3271,517,18732,6482
32,1,3083,3416,398,10856,254
54,18,2939,2931,345,8548,5714
67,6,4956,5222,1511,10453,11460
57,1,1486,4770,2016,6587,6537
56,17,47,4646,1709,19083,407
39,15,256,4101,1778,16287,5849
63,14,3338,1810,892,235,14321
61,14,3992,5747,2402,13625,6882
40,1,826,8689,651,19275,5753
37,6,1230,5106,148,5700,8644
35,11,4205,9992,934,1874,2680
33,9,294,3708,991,5689,12238
27,18,1976,7615,491,16007,134
69,7,2219,1461,881,8026,4411
35,19,2957,9896,39,22663,9630
50,7,1274,4032,903,22250,395
30,2,4493,8227,1935,21423,10652
55,5,2830,1274,2226,7313,12768
41,2,4852,2241,1025,6985,6389
30,13,1410,2604,432,12075,1316
29,11,1718,9721,1042,18408,7396
18,17,2198,1987,1833,16894,8161
36,18,1884,7430,2428,21045,11378
65,15,80,3018,123,21733,12292
62,10,1058,4323,1354,16133,7138
31,14,4832,3974,1722,14479,12745
57,20,3489,4452,605,9648,13749
45,20,3955,9173,920,17224,3250
28,15,1646,9753,1444,8753,1193
29,12,320,2648,771,23054,14519
48,4,4032,8540,644,24067,10979
70,19,534,2830,1160,8368,10785
43,8,1337,4910,53,13784,11469
36,11,1639,7868,441,12621,12495
26,9,1024,1359,2386,295,11566
34,11,3297,9457,1465,13653,7589
40,10,3323,9736,2229,4042,8267
39,2,4617,291,2472,461,12212
52,7,2597,1128,956,14636,140
26,3,4540,8080,2399,10419,8693
57,12,4438,5646,1789,4802,7245
56,13,884,5563,575,2437,14061
44,19,1424,6784,1321,8474,8020
27,2,3289,8068,1565,3499,5092
63,20,621,9199,1753,23385,5933
55,20,2733,4864,1814,18769,9009
29,8,1033,5792,41,11081,10128
39,9,974,2967,2015,8407,8932
18,12,2235,2152,1074,1750,12810
58,17,1395,7791,2186,15578,13739
66,12,3202,5727,1333,2467,5220
26,2,3997,7912,263,14904,9812
38,13,680,3481,1303,18090,1631
68,20,2613,396,768,16266,8758
52,5,4968,7824,245,15600,2886
65,19,3194,6781,77,5551,2318
35,14,4941,7833,1570,8784,13195
45,7,804,5028,1390,19611,1780
42,18,2425,5769,775,10423,13961
55,19,554,2096,1077,11995,14642
64,2,2531,6043,1208,24041,2861
22,19,1305,5306,1034,3575,4558
26,6,2109,7181,1658,12425,2683
35,10,4356,8631,1501,3316,5721
24,13,998,5329,2316,7519,7063
34,16,718,9313,51,7007,4038
63,7,1310,5941,525,10729,14294
24,14,1081,464,1956,5828,3504
24,14,4949,6562,1272,15310,11473
32,14,2631,7649,1956,24745,14073
42,11,1416,8049,403,7476,6624
57,2,3664,6398,1673,6675,7064
64,4,988,5846,527,84,1850
25,2,4679,693,2157,16775,2043
36,4,2985,5298,1281,19116,1199
59,2,3605,4866,1366,1525,4189
46,15,213,1574,999,9423,9281
28,1,1844,3544,2494,13577,2891
44,2,3607,8718,116,8878,13030
23,1,3377,9706,518,8380,7551
25,7,3853,8522,954,5975,2391
59,4,2570,4532,1707,20330,3032
56,18,2788,9212,1424,11537,13247
57,18,411,6839,224,8377,6767
53,16,579,5999,2248,21823,801
30,11,1262,8791,768,7742,3570
38,2,3023,3612,212,2847,447
64,18,268,906,1429,6836,14248
43,8,2706,9608,1312,1586,11821
49,3,3460,5309,2155,22601,5812
45,5,2953,3642,1646,14027,8517
53,14,2607,4681,1796,6297,5578
21,11,1359,59,1343,2545,2831
17,9,2037,8752,1674,22715,10778
65,2,3078,655,502,221,1616
63,11,3858,3473,916,5596,4989
65,20,2982,3147,2188,10333,10447
66,19,3590,8195,634,14006,11069
19,15,1427,9364,1252,7366,10474
47,3,373,3279,690,10816,2502
46,4,4616,1045,2479,21792,11865
30,1,2148,5675,2279,9214,2207
22,2,189,5073,41,11744,6516
47,14,2621,3331,2086,18975,8246
29,2,4005,9621,482,15693,4313
58,1,247,6642,486,7850,2929
23,14,1890,3756,450,2466,1515
69,18,16,5262,1729,3912,13394
64,13,4604,6090,2049,23991,12731
39,2,2610,2646,449,22327,8359
25,2,2233,7708,576,4277,9005
18,20,2023,1431,166,8765,4844
66,1,3125,4421,134,23086,4829
64,18,1385,4550,1379,20587,13033
52,2,912,6310,1604,18788,3567
27,1,4875,7605,1378,10174,10002
42,10,4775,7372,1399,15906,3705
49,15,1230,8227,1849,4752,734
16,9,4455,16,394,1855,4793
43,20,3983,6407,1402,22485,6245
27,8,2904,4329,1138,1132,7825
36,9,233,5514,629,19053,5512
55,17,1067,7539,1124,6785,7935
64,10,1674,5388,595,14824,6261
69,3,167,4867,2344,4624,13223
69,6,1229,3432,2017,20189,10112
36,6,3814,2026,2067,13295,14633
22,6,190,117,1810,11624,7864
17,13,3765,5062,1545,2961,8767
70,3,4166,8090,1326,15449,6900
59,8,1495,1146,1469,1578,297
43,8,1581,5670,956,24836,7943
19,20,2555,9708,377,13136,4987
46,13,2679,2587,1731,787,8941
23,5,3721,9668,264,15489,3473
59,4,978,1429,1254,10540,7392
31,5,1662,3981,1271,11543,5125
19,5,2073,5967,2368,5633,5372
53,6,63,8723,2199,9248,5493
68,7,312,1343,2466,2918,9207
67,3,4600,8883,1935,12135,658
35,19,749,7155,2324,24787,2935
38,15,1285,314,2017,8642,5725
19,17,1247,1536,1850,8014,10987
42,17,3003,673,384,13673,12618
16,20,3315,800,2106,20853,5496
36,6,3006,604,655,5444,10207
24,7,4644,7152,1380,8569,4878
30,1,4500,7135,63,18846,1540
26,15,3841,7702,1282,17568,7121
51,14,40,1754,2148,511,5595
36,11,3606,1659,2164,5185,5352
60,7,1526,735,1075,16165,12224
33,15,799,1331,675,10905,8229
38,8,4753,845,1628,8944,14966
38,6,3310,2033,910,4312,1945
64,17,4334,8407,2154,18276,8961
67,15,2948,8921,2103,5298,6840
39,3,4498,4736,2422,769,2070
28,10,4649,1264,2326,11696,3927
26,12,1663,7862,1007,17905,14952
19,18,1655,5921,1190,6663,1269
66,10,4352,8165,1802,7381,13376
31,10,4915,6591,770,5242,12937
29,19,1013,6929,1408,24184,13562
49,9,822,4099,1002,12631,14036
32,4,4488,3805,191,7668,2097
37,3,4897,3443,2426,19190,6557
65,10,4434,9866,635,8716,5524
58,2,986,656,1769,622,9875
55,11,4789,3027,1748,10660,7012
41,20,2913,9412,352,10941,13049
21,7,3944,7931,298,12398,5108
22,12,1474,3890,761,15804,11064
42,1,3137,6521,609,15311,11579
35,20,2792,2968,734,620,7442
38,17,4141,1918,2275,6828,12556
16,13,2278,6544,519,13638,11568
62,11,3705,6616,2275,18992,944
62,13,3659,3510,1035,2531,11244
51,5,1748,3681,1092,19689,1229
41,18,1492,92,1598,2279,12112
29,10,1393,9583,2220,22171,9818
50,16,784,6930,0,11805,3486
49,13,463,1080,1030,4584,7192
29,20,2464,2602,2196,2432,11359
23,9,799,9797,1504,6495,3227
53,4,4798,7857,2062,9509,5175
68,10,1296,7348,2387,22022,7048
48,12,2172,5375,476,12582,14383
49,18,746,5304,1122,12974,5362
35,1,764,6622,710,1471,11525
18,13,243,6646,2418,18812,12911
38,6,2822,7359,137,9809,3926
70,10,150,212,517,8622,5888
63,6,279,7761,1617,22690,9079
31,5,4937,3167,1017,10589,6314
17,11,376,9786,2008,3488,9526
23,10,2711,6360,2032,8635,5260
38,8,4837,3590,276,23948,2581
57,2,3561,7368,666,14322,11105
47,9,8,8966,752,20954,4578
62,19,2354,6089,146,22635,9710
57,14,3626,671,329,10141,1811
52,1,4858,4491,202,20451,5968
40,15,2511,8840,624,12582,8099
40,8,3557,7147,342,874,7845
19,4,2320,3586,2370,17460,6217
52,7,845,2919,874,10806,11947
37,11,2842,5460,1501,8197,6083
20,17,4256,1005,1559,116,10647
55,20,1828,3230,2354,19665,8500
63,9,470,1635,2308,3258,5638
53,19,1529,637,1223,3673,14904
46,4,1789,2804,231,4808,14554
30,4,2325,7881,434,3591,8727
25,8,2284,4336,901,14301,14167
44,12,3444,7101,2041,9945,9243
26,6,142,9955,1361,9495,3162
60,6,1846,209,366,11695,13374
60,8,4196,9691,2224,8015,7737
70,20,847,7029,1504,84,14700
67,20,4357,3362,1217,16839,4186
17,15,4586,9550,2053,18399,12043
22,2,4208,7606,1454,24635,2926
49,2,2919,3640,983,16747,7065
64,12,4941,5386,730,10282,6030
32,15,2190,1960,188,23505,6324
70,12,237,3130,1875,1785,7443
68,17,1015,9165,154,18622,12755
40,14,1906,5666,2345,15331,785
29,20,873,1808,2210,17632,6336
23,17,1967,6293,2227,10563,2069
32,1,3303,5162,2404,6365,9471
46,11,3196,5151,2107,22542,11503
49,15,3945,4677,1866,14083,8054
48,5,4898,3192,1663,9889,4535
35,5,2145,8031,390,4687,382
52,4,2342,7077,771,4638,11481
35,11,2583,9432,2175,10785,1287
66,12,3268,8601,1526,3106,2798
38,18,1400,8061,2373,5632,11331
34,8,4314,184,2226,20767,6546
47,15,653,6267,2173,22976,741
23,14,3965,4949,1850,4187,2840
59,9,3333,7502,2216,4786,9809
62,18,2075,4828,1106,16531,1060
66,6,2421,4769,2491,1441,3130
55,17,3517,9834,647,13383,13896
69,11,4704,4309,879,23606,7556
34,7,3169,2576,1722,8130,10054
51,11,1175,7435,1584,4251,4517
18,13,2510,4786,2131,15971,1799
25,16,4035,9719,326,12691,9763
32,3,658,5780,722,24420,13087
19,20,2694,3715,13,21713,13558
37,19,1824,3736,1247,2217,4654
51,14,4180,3752,1785,2498,5496
59,8,221,5852,224,11885,40
48,14,2128,4848,350,3655,13245
60,18,1675,6133,676,17372,1692
65,14,3976,1523,1029,24886,12662
58,10,4857,9602,2146,19084,5514
27,13,2182,2925,2056,7321,3855
18,16,3610,7125,2266,21800,3217
69,6,2424,5014,839,22220,12906
55,13,2981,4145,492,2259,5084
38,19,1907,4639,794,14564,13102
63,14,1551,990,18,20536,12948
51,14,2987,1848,209,23131,8032
16,9,265,418,1208,4263,6759
17,20,3117,7308,2401,4454,2707
48,16,2899,9539,1712,6502,6267
44,17,2291,4142,1238,1643,14556
25,9,1988,5498,2494,16532,8870
57,2,1494,9900,1571,17368,7892
40,18,2228,5454,1506,14066,12278
59,16,4383,3102,643,1742,8447
22,16,4125,4965,2207,4673,11523
16,2,3396,8851,441,21673,14252
60,8,4476,4420,724,17359,11005
39,3,1133,4227,1774,20749,19
53,12,3125,2403,1437,4809,2137
57,15,973,2603,794,10276,10224
23,18,3863,8842,260,16711,1015
39,7,2629,5502,1608,11674,7887
55,19,1157,6402,1790,4,984
59,4,2067,8916,236,13468,8868
34,10,902,5025,781,3813,10673
40,19,4836,2825,110,16165,11565
69,6,4974,8462,887,8323,9642
59,2,1152,2090,2412,14792,3861
60,20,2948,2062,704,7901,6799
22,1,1140,4604,632,8036,9182
53,18,560,7620,1338,10518,4522
36,9,970,7116,2435,6347,839
18,7,596,4976,592,20734,728
51,20,2620,5887,90,21904,6481
63,18,1037,5521,1830,17647,7735
57,4,1988,9507,1748,11768,2381
63,12,3195,3423,1137,22024,11095
38,9,765,5673,616,13402,6669
35,19,2046,8173,1100,12644,12025
49,15,3429,5596,1111,6067,2554
37,12,116,9420,1627,4042,8052
44,2,2192,8234,1224,8584,2758
23,10,1666,6427,1100,13376,13080
33,12,2675,4213,1558,5787,7049
63,20,1307,3422,2333,3649,13235
18,17,2138,3806,2020,9385,13272
25,8,4497,2037,724,18724,10051
20,16,2450,1292,932,6647,1349
55,9,1652,5316,1158,23803,4043
59,12,1529,4912,707,23703,8736
48,1,2203,6995,1879,12722,14764
59,4,4459,4541,2344,14536,7675
53,10,4213,4324,2472,13487,5587
33,2,3527,2601,1764,21376,3739
30,5,1458,6875,1465,24752,7835
50,8,1021,9363,1160,21253,12903
54,19,2245,5540,2258,18734,1957
25,11,3800,3239,698,2902,200
19,7,2923,4383,459,1164,13196
43,13,2917,8795,1222,20088,11653
46,16,84,9057,1660,2211,12531
54,19,771,7008,607,23154,7172
56,13,1860,6688,2401,16943,5124
68,3,2197,2779,2317,3784,826
53,7,4065,7894,2290,20457,4116
65,13,275,183,1317,1253,3873
43,14,4090,9380,437,12752,5218
23,8,1902,5529,635,23270,6177
40,1,4557,1587,1663,20902,1448
52,11,325,4502,2112,23105,2469
22,10,2283,606,1719,22581,2388
67,14,943,2553,398,14923,10701
68,19,1746,7571,639,4157,9610
37,17,2068,5807,1047,23467,7386
57,8,2183,7932,1953,22868,8554
31,13,1718,920,2401,24181,205
67,14,1931,6416,358,24300,1343
35,15,2267,9529,2304,1494,13586
26,18,319,7858,1832,816,689
70,10,2394,8822,690,3403,13919
31,10,3402,429,8,8866,5047
58,6,1474,44,1513,11229,12786
19,13,4476,5852,1299,9294,11835
62,9,321,5766,408,17157,10062
25,10,2230,219,392,1236,13771
56,20,1148,8596,1967,21931,4822
67,20,2793,3013,1964,4013,12848
63,20,1070,6037,1690,8775,8826
70,8,2148,1072,2203,2519,6952
25,16,2307,4183,2258,14931,5438
41,2,1219,3339,388,24258,1277
30,19,3422,7479,228,20439,13214
31,18,2943,7976,1708,21565,1868
42,7,938,7051,1724,20576,12800
47,5,2937,7540,2194,4733,12674
67,1,2299,3009,578,2330,3508
18,17,3602,2828,753,10697,5684
69,20,1184,5096,2394,17106,12672
61,1,2398,3602,960,14105,6604
67,14,3810,8492,1800,2146,2877
51,2,409,7973,1961,11237,2221
39,5,3676,7860,909,15746,14726
49,20,1105,4656,798,2411,9781
22,19,4365,8521,36,20078,3917
65,9,476,1158,667,20505,3832
16,9,1639,6795,1502,438,10693
39,7,2034,8381,173,13774,2279
47,5,3285,9098,337,22959,13431
49,7,1229,4612,580,13869,11329
31,7,3466,82,2102,24270,2841
45,2,1112,7272,878,11132,4272
39,2,3143,3296,2358,23307,10116
56,12,2592,9611,391,19965,9701
51,8,856,6770,2183,12446,4185
47,14,1262,6535,379,17525,841
33,13,1977,8153,2120,16796,9484
23,4,3253,5559,946,1150,976
29,10,556,4175,1627,93,12929
61,5,4672,2894,1625,14026,11170
36,16,980,4162,234,18992,3981
34,16,3790,9103,1318,4277,12358
50,7,3701,8256,1733,3416,3414
70,1,2019,6638,678,20139,10372
56,9,3675,2530,699,19041,10569
32,5,4842,7119,2389,24147,14034
41,16,4287,7706,2344,2904,5420
47,4,4950,3863,1962,4823,4696
20,8,4498,7673,1395,13263,14076
27,8,2143,5600,515,15614,13943
69,3,3359,4034,264,9184,13318
42,19,4739,1136,1637,13777,8215
47,14,2490,3715,1397,12993,5230
61,17,3857,8681,505,11962,6507
45,5,3987,1558,17,15123,658
22,19,4517,8671,2342,16205,642
56,2,472,8624,15,23601,7328
64,13,742,7786,934,21522,12885
55,12,4044,340,339,6655,5196
54,7,3223,4444,101,20298,9582
22,11,3316,2284,28,13122,13966
66,8,417,5195,2228,10908,11389
68,16,4406,3829,1534,7225,1151
41,8,1683,9146,967,10469,6627
17,2,1804,3783,681,5275,5650
56,19,216,7741,2470,627,11990
39,14,3215,9912,639,16149,3636
62,4,1603,6295,1980,8232,4382
18,13,4880,2979,292,13045,5404
25,6,4451,3470,1281,22651,930
56,6,667,7497,596,3087,9789
31,7,1657,7050,846,6433,3983
44,11,3262,7348,2077,18370,8017
27,6,492,810,1762,17786,13012
33,10,3974,4353,505,20609,4976
44,12,3622,611,726,12278,10357
22,3,3273,2128,725,9257,13776
17,16,895,6048,488,22473,2914
40,2,4692,9098,2436,14459,11179
56,9,1164,5614,2114,8739,8694
46,3,1681,1254,1671,19057,11139
48,1,3163,8506,1727,9007,3957
17,17,1431,5951,1020,7349,6148
61,11,94,115,328,13768,9701
66,5,4220,9842,1643,19472,13304
21,2,191,4525,1168,6749,971
50,15,1161,6581,1549,1445,8408
51,16,504,6311,1700,3993,4036
43,3,1230,4405,2099,8641,5258
67,1,737,4989,1384,17133,6904
31,16,579,5154,537,17463,13992
23,20,2640,7743,2149,14422,3604
20,19,1287,6271,1730,5463,14321
26,4,4714,7420,1944,12868,14706
32,6,551,1997,1126,17503,6297
41,20,4543,2870,645,5789,3586
44,3,1663,1649,66,12206,1589
17,16,3316,2009,1607,16293,4242
47,12,2161,127,1850,5557,11876
43,8,267,7688,694,19504,13140
66,2,2587,2087,1222,2000,7925
69,11,3831,9773,1058,11208,2515
45,16,4890,407,1065,15487,3845
65,19,3086,1575,2484,16811,12378
57,2,4885,9842,1266,19466,7694
29,15,2890,1295,36,21586,5633
40,10,1036,2530,1164,9177,3658
63,6,482,3778,1927,21540,14576
37,6,2056,6544,1124,13592,3658
37,18,167,3884,1097,1651,11447
65,4,4527,9615,550,22447,13287
41,3,3745,8397,459,20028,3993
32,4,1509,1596,1625,5789,1439
19,17,2378,8870,1055,21556,5608
36,20,689,4097,1501,16660,12827
41,6,1981,735,1825,8823,2126
19,4,3898,7055,1298,10332,1023
33,3,4488,5514,2229,424,667
20,12,1084,7420,848,12046,4270
56,6,3299,1092,1447,22922,9634
47,1,687,566,1227,13094,3259
17,1,4142,4487,2451,6977,12165
38,7,3431,429,2374,13860,11541
25,3,1769,8562,1830,22950,7823
36,19,2697,6407,1557,6623,12303
63,12,4931,1859,2194,15199,4175
36,2,729,8604,52,12659,7162
63,3,336,2333,2071,4605,14932
26,2,1776,5685,270,9243,1662
69,8,738,5439,463,10113,11633
18,16,4948,1361,680,786,791
46,18,2200,640,1458,1264,11945
36,5,4575,8817,2168,18873,13715
46,20,995,9572,2283,4643,4444
28,7,4360,8735,1776,4053,6522
19,7,1113,99,790,11628,13561
21,1,1245,3924,680,14774,6719
43,11,436,2903,19,13611,5347
61,16,2197,1044,554,18121,940
55,15,1036,6223,1263,9128,9231
70,20,111,9622,2482,15872,3772
29,16,227,8672,1334,23566,10948
37,13,1776,6976,2013,838,6768
60,14,4702,724,1987,13940,12840
48,5,1682,9868,1815,18025,7062
44,18,655,439,412,3109,5393
37,8,1983,9333,1063,4595,9015
37,7,3130,917,291,8038,4556
23,14,1326,5335,301,4439,4098
65,4,2823,225,2209,17923,7382
64,9,3900,688,501,13863,9654
31,10,4502,9893,2106,10090,4950
38,6,1206,6694,324,33,7111
30,11,3052,8910,437,7525,9630
33,12,1215,6676,1542,4015,555
22,17,362,2984,1179,2855,14165
45,14,4819,244,1099,17898,13441
24,17,446,1855,324,15145,2824
36,5,2468,5353,956,21947,4426
62,16,2724,4178,689,10343,8972
19,11,4839,9224,1972,21479,6665
35,5,1454,7323,57,23736,10870
46,18,485,766,1943,4036,6560
32,8,3718,8240,2091,17386,779
43,17,4200,2796,190,19980,5326
23,15,600,4384,512,15672,4000
46,16,2442,8714,435,7058,11505
21,16,4760,1483,2078,4516,352
20,4,914,75,871,24865,2934
51,1,684,742,235,15442,5903
38,4,4821,1683,573,19637,9816
42,8,4279,6835,1591,14512,208
18,8,794,5181,1600,12818,14239
23,15,1451,4114,2070,18600,9293
60,4,917,8096,1879,12726,13441
18,13,1501,2144,1857,11502,2842
43,16,2875,3517,806,5955,4153
33,4,3208,6106,2181,15217,11896
70,17,1462,5928,679,14696,14082
54,7,1485,1834,246,21907,14545
49,14,351,8098,212,22028,6753
24,12,2073,2704,929,456,2592
22,11,4558,5724,2242,1408,1439
62,5,4717,1239,1881,23362,6903
37,16,4786,1021,1944,3147,11758
17,3,1630,5337,487,12656,7488
40,4,4829,9631,1206,20216,8818
57,4,4465,9839,2051,17750,6354
53,2,1419,1281,59,7743,13851
70,2,738,1668,1646,4101,13700
63,5,4541,4476,517,20127,6919
60,6,4659,4367,1723,21176,6600
25,13,3456,2345,1817,1200,12863
25,6,4989,1530,432,19253,6433
34,4,2472,1769,824,19270,10330
25,7,1299,209,2020,15625,6604
50,6,3553,7125,2263,20124,11251
41,6,1610,4772,2270,5719,11945
27,9,1008,912,73,16609,9398
58,13,530,1497,1540,24646,12604
56,1,845,2661,136,19564,13623
56,7,3964,9166,2425,106,2517
44,1,1531,5075,477,21495,759
70,12,1095,6857,2245,22053,409
31,12,4728,2335,2439,7865,14010
38,5,3703,969,1849,18787,12359
49,16,2142,3810,284,1375,11059
44,10,1268,1190,33,18963,5525
46,8,4516,9852,2441,1868,9107
60,10,1378,3046,2200,14709,7847
47,8,3242,8075,254,9288,2977
36,1,4707,6667,968,6224,2683
30,19,4439,6892,357,22742,929
70,1,4220,7879,323,1406,7681
26,16,350,8539,2432,15865,14201
23,2,3753,1911,471,12711,8025
26,14,1425,2974,2136,22350,3626
68,19,1698,1313,1372,19454,14891
43,15,50,5582,1930,8011,10906
70,5,3824,4464,784,17888,8124
38,11,1415,7446,1413,16068,9281
47,15,4808,6042,1129,10493,8012
27,6,3305,9209,806,24309,2494
35,11,3437,7760,78,3450,11152
68,2,1258,7632,1795,8410,13327
25,4,2209,6050,481,8220,3210
39,16,3765,9223,15,12402,3206
47,8,3687,8226,2309,16747,4289
60,1,154,4250,2084,2944,9656
61,10,4703,833,529,104,3728
19,14,3592,1331,1548,11978,6863
55,14,2085,6558,68,12997,4861
45,11,4682,3140,1136,22469,8175
51,1,3636,4295,2029,12986,10202
18,1,2053,7272,1562,18524,3026
55,19,4049,8507,1899,19459,7752
60,5,1923,1237,734,20195,2463
51,5,415,9333,1641,15250,7629
35,7,621,4787,1979,15150,5255
62,8,4727,4724,1150,13919,13825
53,13,1415,8992,1177,9121,7052
64,20,544,7812,723,23611,1820
59,3,3593,5028,1859,20159,6296
58,19,2601,5743,326,1521,9969
22,11,2084,9653,40,3926,9811
26,11,2517,3479,1370,13984,7646
26,7,2950,4928,655,9517,11710
38,7,234,3194,755,15029,7898
67,18,4498,777,2116,748,9743
66,20,1984,6441,1201,21358,2608
30,1,92,637,2421,14069,11979
54,12,4649,9681,1575,6370,8545
28,2,4339,2173,2239,14590,1537
57,7,2794,4432,352,2469,6171
40,15,3264,8011,2368,23506,5378
40,1,3945,6563,1257,4027,13480
48,8,1915,4093,2261,23077,11480
43,13,1217,3608,33,10510,5905
49,13,677,3346,557,13407,14786
34,9,1867,2942,542,7691,4051
55,13,1254,4221,2086,16026,4527
59,16,483,9233,2133,24575,12560
67,15,2393,5405,1703,15012,445
53,9,2031,1716,424,21629,14078
53,15,2428,9568,716,7277,7198
54,14,2820,6466,1896,9569,8194
30,3,1260,7781,191,8062,5633
51,2,1240,1481,1773,16755,13616
32,11,846,2224,763,21729,13878
70,5,1959,1444,2395,6244,4535
66,1,793,5478,886,3226,4119
34,9,3772,3168,19,734,3902
64,19,4854,649,1231,3303,9279
47,12,1707,9167,2258,865,11625
44,16,2452,6875,2134,12275,8507
68,20,106,8950,2055,7388,4729
48,1,3530,1923,509,20316,11618
63,8,1450,8611,968,6240,6101
47,9,2798,8230,679,12793,11344
40,11,683,7546,1239,4195,5604
58,15,2487,4667,195,5051,4435
48,9,2944,7937,1635,3416,14124
56,11,3464,5456,1647,24172,13950
46,3,2245,1747,1475,20398,1794
67,13,2134,3298,97,15961,834
53,8,3702,4713,275,18171,13914
25,5,4719,1011,729,4266,7261
59,20,4038,2325,571,2618,8478
35,3,1668,745,1275,4832,8936
24,20,1747,9284,1971,15563,9513
48,9,947,5986,2297,8320,977
36,1,2153,6630,428,14593,3915
37,20,1425,7631,2263,20099,5870
34,20,1898,2426,2335,7545,4384
62,13,447,2192,769,17364,11790
56,13,634,9501,1745,23718,12709
46,17,4452,9167,323,7422,7232
27,20,70,4981,474,5625,13564
65,7,4535,1927,2340,238,14722
51,11,770,7561,722,15595,5419
56,2,4133,2308,516,9832,6988
33,8,867,8985,1815,23892,9874
54,2,413,3736,1532,14852,5176
50,17,2179,6035,533,99,10359
21,17,2365,7266,1312,794,11608
29,1,4258,2189,695,15929,3797
51,10,1724,5112,2434,24659,7357
51,6,2423,4707,1331,5787,6756
31,14,666,7428,1353,1431,2471
36,15,3083,4218,276,6943,12427
44,10,4207,4483,720,1984,12214
53,7,654,3752,569,8464,694
27,7,4120,4723,1943,5306,6443
43,14,4560,3573,535,11358,11673
34,18,3432,6093,2186,12907,5386
55,6,2654,1744,909,22717,8154
27,19,1626,1904,2331,8339,3308
70,18,2945,6156,2468,7904,6074
34,2,2967,5963,1304,6969,5653
19,3,774,9943,1188,5004,6959
52,16,961,4621,1177,6698,9932
16,12,3144,3632,1151,15033,6587
32,6,852,880,2356,6162,5719
37,7,4978,6202,2028,13387,6305
36,6,1145,5801,1496,3859,8677
40,7,885,5271,1720,22473,8760
70,11,2681,4569,1269,2026,227
68,8,320,7380,299,15726,10806
39,15,2194,2106,1484,18143,1547
57,16,1594,2302,1482,14148,4786
60,18,2397,1427,2462,15702,6666
27,11,4072,8795,59,22365,8917
24,17,3500,6753,1221,722,13175
36,4,4483,4097,1092,7320,9326
68,13,1460,11,2188,8212,7703
68,20,3350,7319,1767,23882,10612
17,4,2929,5903,1569,12449,4983
22,16,3031,7002,1620,1744,10860
50,13,1974,4206,831,24147,5573
16,2,1135,9029,416,17374,13317
24,13,4058,4667,1339,19645,911
68,3,4183,287,38,16326,12008
51,13,792,9967,2013,366,7461
70,5,3765,8372,225,22842,4189
67,8,4790,3758,1270,14227,10419
47,9,2061,5822,1689,21714,5865
42,10,793,5465,1493,3320,5540
57,12,2825,3034,739,5243,12262
56,10,2255,79,1596,22341,4828
69,11,4578,3739,2304,18385,3534
38,4,1276,3459,1125,16751,1739
25,8,2241,6149,900,20526,11751
31,12,2319,6830,534,13064,5352
42,2,2177,6971,1647,6498,9041
28,4,4361,3388,1117,10952,6375
34,11,4034,5820,959,1902,4356
66,3,2193,9165,2491,20417,7527
63,14,697,7516,1174,15890,14208
54,5,1390,1416,958,9951,5264
66,11,1752,6695,2136,10706,9062
19,3,2967,6432,371,11425,7522
47,10,3896,1863,616,15354,6124
16,5,3493,9494,144,11327,6801
68,11,2025,634,561,14809,14800
38,15,3163,2517,1122,19409,10741
26,3,184,2556,1779,8820,13479
36,18,4369,3104,2419,4956,12214
40,14,1128,4992,851,22478,11337
60,7,4562,2936,2282,19158,13513
28,19,2962,3964,865,3841,2633
54,6,4921,8637,916,13136,3259
64,5,4157,691,2110,14464,2481
44,11,2520,1385,1453,16051,4841
64,13,4408,5162,1576,4360,4690
19,2,3762,7786,1629,4951,6769
50,7,164,1338,793,4456,8880
18,3,1204,1169,1254,6135,13618
19,5,4473,2886,1843,6335,10452
23,6,4304,1549,1260,12745,14442
64,17,4498,3846,1343,9517,3395
42,8,283,2397,493,11815,7855
52,17,3479,2607,618,6917,11198
24,12,4658,2632,337,15271,1963
50,11,1859,8587,1527,2631,12260
33,3,2705,2160,364,4978,1322
22,11,3966,7190,2490,3222,6378
67,13,19,4451,2408,19946,3388
36,13,4625,7928,379,852,14011
23,17,1543,4441,2136,7239,10185
30,7,599,1890,711,14370,1077
31,8,150,7383,360,5137,7035
20,1,212,9175,502,8023,10455
37,4,4982,697,117,496,11099
48,9,3008,9520,975,193,7949
54,4,312,2789,708,15362,3213
25,20,1997,7877,2477,7025,6728
68,9,3877,3249,1474,9057,14146
64,13,4011,9273,1457,361,1024
30,1,1772,9830,1861,14079,2614
52,2,2397,1051,1781,15400,13756
24,11,3878,3595,974,2545,9792
62,11,785,1888,2026,11972,5368
22,11,1841,333,1373,10017,8127
16,12,4833,4362,1480,3632,13397
30,4,3988,8167,2227,6437,4862
26,4,3376,4247,1705,18725,96
39,6,4352,9272,1567,1645,7972
33,11,2643,9401,108,18861,14905
37,12,51,1707,452,610,3126
63,5,2600,2815,2001,9642,6717
70,6,1726,8927,72,14137,12073
58,5,2135,7805,1971,3671,2110
44,6,893,5982,2264,22188,6169
55,7,1647,2720,2475,17531,7614
20,12,1602,7623,1776,22925,7197
